日付,商品名,カテゴリ,担当者,地域,顧客タイプ,顧客ID,チャネル,数量,売上金額,原価,利益額,利益率(%),キャンペーン
2022-03-02,データ分析基盤構築,Software,小林 美咲,名古屋,大手企業,ENT-0047,代理店,1,4775922,994216,3781706,79.2,年度末商談
2022-03-02,トレーニング・研修,Service,小林 美咲,仙台,大手企業,ENT-0019,直販,1,572325,206678,365647,63.9,年度末商談
2022-03-03,データ分析基盤構築,Software,中島 健太,名古屋,大手企業,ENT-0006,直販,1,4232215,946181,3286034,77.6,年度末商談
2022-03-06,セキュリティ監査,Consulting,伊藤 大介,広島,大手企業,ENT-0048,直販,1,2473935,687528,1786407,72.2,年度末商談
2022-03-06,ライセンス（追加）,License,中島 健太,仙台,大手企業,ENT-0045,直販,1,978195,430503,547692,56.0,年度末商談
2022-03-19,セキュリティ監査,Consulting,斎藤 里奈,福岡,大手企業,ENT-0007,直販,1,2877001,833652,2043349,71.0,年度末商談
2022-03-19,年間保守契約,Support,木村 誠司,広島,大手企業,ENT-0031,直販,1,1609470,302232,1307238,81.2,年度末商談
2022-03-22,エンタープライズERP,Software,木村 誠司,広島,大手企業,ENT-0048,直販,1,9288765,1935284,7353481,79.2,年度末商談
2022-03-22,トレーニング・研修,Service,小林 美咲,大阪,官公庁,ENT-0013,直販,1,429833,140133,289700,67.4,年度末商談
2022-03-25,エンタープライズERP,Software,斎藤 里奈,福岡,大手企業,ENT-0010,代理店,1,8433966,1672667,6761299,80.2,年度末商談
2022-03-25,クラウド移行支援,Consulting,伊藤 大介,大阪,大手企業,ENT-0020,直販,1,5244221,1348794,3895427,74.3,年度末商談
2022-03-26,年間保守契約,Support,斎藤 里奈,福岡,大手企業,ENT-0028,直販,1,1501687,287777,1213910,80.8,年度末商談
2022-03-28,データ分析基盤構築,Software,斎藤 里奈,仙台,大手企業,ENT-0035,直販,1,4951485,1143977,3807508,76.9,年度末商談
2022-04-11,トレーニング・研修,Service,渡辺 浩二,大阪,官公庁,ENT-0043,代理店,1,480318,162869,317449,66.1,
2022-04-20,クラウド移行支援,Consulting,小林 美咲,大阪,大手企業,ENT-0006,直販,1,5983833,1524877,4458956,74.5,
2022-04-22,ライセンス（追加）,License,木村 誠司,広島,官公庁,ENT-0017,直販,1,741619,356867,384752,51.9,
2022-04-22,トレーニング・研修,Service,中島 健太,広島,大手企業,ENT-0039,直販,1,548562,204553,344009,62.7,
2022-04-22,ライセンス（追加）,License,斎藤 里奈,名古屋,大手企業,ENT-0007,直販,1,839393,366267,473126,56.4,
2022-04-27,エンタープライズERP,Software,渡辺 浩二,大阪,大手企業,ENT-0004,直販,1,8871641,1772271,7099370,80.0,
2022-05-02,ライセンス（追加）,License,小林 美咲,福岡,大手企業,ENT-0041,直販,1,849550,393004,456546,53.7,
2022-05-03,ヘルプデスク運用,Support,伊藤 大介,広島,官公庁,ENT-0007,直販,1,282042,83971,198071,70.2,
2022-05-13,トレーニング・研修,Service,小林 美咲,福岡,官公庁,ENT-0035,直販,1,409089,143888,265201,64.8,
2022-05-18,データ分析基盤構築,Software,中島 健太,福岡,大手企業,ENT-0032,直販,1,4195857,941612,3254245,77.6,
2022-05-21,ヘルプデスク運用,Support,小林 美咲,東京,大手企業,ENT-0020,直販,1,348366,109679,238687,68.5,
2022-05-21,セキュリティ監査,Consulting,橋本 彩子,大阪,中堅企業,ENT-0049,代理店,1,1823533,544008,1279525,70.2,
2022-05-25,ヘルプデスク運用,Support,斎藤 里奈,福岡,官公庁,ENT-0033,代理店,1,295396,92887,202509,68.6,
2022-06-01,ヘルプデスク運用,Support,斎藤 里奈,仙台,大手企業,ENT-0010,直販,1,320757,98938,221819,69.2,
2022-06-01,データ分析基盤構築,Software,木村 誠司,名古屋,大手企業,ENT-0029,紹介,1,4020538,920154,3100384,77.1,
2022-06-06,ライセンス（追加）,License,渡辺 浩二,東京,官公庁,ENT-0049,直販,1,681734,291371,390363,57.3,
2022-06-08,年間保守契約,Support,伊藤 大介,東京,官公庁,ENT-0036,直販,1,1094410,205020,889390,81.3,
2022-06-11,年間保守契約,Support,木村 誠司,広島,中堅企業,ENT-0048,直販,1,977502,167016,810486,82.9,
2022-06-12,クラウド移行支援,Consulting,斎藤 里奈,東京,官公庁,ENT-0007,直販,1,4916031,1218337,3697694,75.2,
2022-06-15,エンタープライズERP,Software,小林 美咲,仙台,大手企業,ENT-0042,直販,1,8241739,1666658,6575081,79.8,
2022-06-16,データ分析基盤構築,Software,木村 誠司,東京,大手企業,ENT-0011,直販,1,3967801,924993,3042808,76.7,
2022-06-19,クラウド移行支援,Consulting,橋本 彩子,福岡,大手企業,ENT-0002,代理店,1,5255842,1367811,3888031,74.0,
2022-06-20,データ分析基盤構築,Software,中島 健太,仙台,中堅企業,ENT-0007,直販,1,2798812,641983,2156829,77.1,
2022-06-27,クラウド移行支援,Consulting,中島 健太,東京,大手企業,ENT-0004,紹介,1,5343215,1274218,4068997,76.2,
2022-07-02,ライセンス（追加）,License,伊藤 大介,大阪,官公庁,ENT-0003,直販,1,688448,289376,399072,58.0,
2022-07-04,ライセンス（追加）,License,橋本 彩子,広島,大手企業,ENT-0008,直販,1,881120,379848,501272,56.9,
2022-07-06,データ分析基盤構築,Software,伊藤 大介,広島,大手企業,ENT-0027,直販,1,4000630,840708,3159922,79.0,
2022-07-10,年間保守契約,Support,渡辺 浩二,福岡,外資系,ENT-0041,代理店,1,1409754,244364,1165390,82.7,
2022-07-12,セキュリティ監査,Consulting,渡辺 浩二,大阪,大手企業,ENT-0047,直販,1,2593657,678651,1915006,73.8,
2022-07-12,年間保守契約,Support,渡辺 浩二,大阪,大手企業,ENT-0003,直販,1,1417422,249217,1168205,82.4,
2022-07-14,ライセンス（追加）,License,橋本 彩子,大阪,大手企業,ENT-0038,直販,1,992423,443776,548647,55.3,
2022-07-19,年間保守契約,Support,伊藤 大介,名古屋,大手企業,ENT-0016,代理店,1,1412029,262957,1149072,81.4,
2022-07-26,データ分析基盤構築,Software,橋本 彩子,広島,大手企業,ENT-0004,直販,1,4871284,1133419,3737865,76.7,
2022-07-26,データ分析基盤構築,Software,中島 健太,福岡,中堅企業,ENT-0027,直販,1,3138497,662065,2476432,78.9,
2022-07-28,エンタープライズERP,Software,中島 健太,仙台,大手企業,ENT-0007,直販,1,9016288,1794223,7222065,80.1,
2022-08-01,トレーニング・研修,Service,中島 健太,広島,大手企業,ENT-0030,代理店,1,484362,178864,305498,63.1,
2022-08-02,エンタープライズERP,Software,斎藤 里奈,仙台,外資系,ENT-0047,代理店,1,9746368,2033794,7712574,79.1,
2022-08-03,クラウド移行支援,Consulting,木村 誠司,福岡,大手企業,ENT-0016,直販,1,5619070,1338255,4280815,76.2,
2022-08-06,エンタープライズERP,Software,中島 健太,名古屋,大手企業,ENT-0030,直販,1,8394883,1630827,6764056,80.6,
2022-08-15,年間保守契約,Support,渡辺 浩二,東京,外資系,ENT-0038,直販,1,1688326,313947,1374379,81.4,
2022-08-15,年間保守契約,Support,斎藤 里奈,大阪,官公庁,ENT-0038,直販,1,1307769,232279,1075490,82.2,
2022-08-18,トレーニング・研修,Service,中島 健太,東京,大手企業,ENT-0032,直販,1,565033,195176,369857,65.5,
2022-08-19,クラウド移行支援,Consulting,伊藤 大介,大阪,官公庁,ENT-0040,紹介,1,4053392,1063991,2989401,73.8,
2022-08-19,クラウド移行支援,Consulting,橋本 彩子,仙台,大手企業,ENT-0038,直販,1,5916134,1462006,4454128,75.3,
2022-08-23,セキュリティ監査,Consulting,伊藤 大介,仙台,大手企業,ENT-0028,代理店,1,2748748,738094,2010654,73.1,
2022-09-06,クラウド移行支援,Consulting,橋本 彩子,東京,官公庁,ENT-0043,代理店,1,4004443,975409,3029034,75.6,下期キックオフ
2022-09-08,クラウド移行支援,Consulting,斎藤 里奈,名古屋,官公庁,ENT-0011,代理店,1,5008381,1299380,3709001,74.1,下期キックオフ
2022-09-11,ヘルプデスク運用,Support,渡辺 浩二,名古屋,大手企業,ENT-0048,代理店,1,360308,106926,253382,70.3,下期キックオフ
2022-09-13,エンタープライズERP,Software,橋本 彩子,名古屋,中堅企業,ENT-0030,直販,1,6659889,1253088,5406801,81.2,下期キックオフ
2022-09-14,年間保守契約,Support,斎藤 里奈,広島,官公庁,ENT-0009,直販,1,1241669,216976,1024693,82.5,下期キックオフ
2022-09-17,データ分析基盤構築,Software,中島 健太,仙台,大手企業,ENT-0038,直販,1,4440876,950195,3490681,78.6,下期キックオフ
2022-09-17,エンタープライズERP,Software,小林 美咲,名古屋,中堅企業,ENT-0015,代理店,1,5872836,1148716,4724120,80.4,下期キックオフ
2022-09-17,エンタープライズERP,Software,小林 美咲,名古屋,中堅企業,ENT-0048,紹介,1,6558688,1240294,5318394,81.1,下期キックオフ
2022-09-17,エンタープライズERP,Software,中島 健太,東京,大手企業,ENT-0029,直販,1,8935553,1795092,7140461,79.9,下期キックオフ
2022-09-20,エンタープライズERP,Software,橋本 彩子,広島,大手企業,ENT-0030,紹介,1,9076284,1734512,7341772,80.9,下期キックオフ
2022-09-21,クラウド移行支援,Consulting,斎藤 里奈,広島,外資系,ENT-0016,直販,1,6632373,1676691,4955682,74.7,下期キックオフ
2022-09-21,セキュリティ監査,Consulting,伊藤 大介,広島,官公庁,ENT-0024,直販,1,2016183,581076,1435107,71.2,下期キックオフ
2022-09-23,クラウド移行支援,Consulting,木村 誠司,広島,大手企業,ENT-0012,直販,1,5162759,1262473,3900286,75.5,下期キックオフ
2022-09-26,ライセンス（追加）,License,小林 美咲,広島,中堅企業,ENT-0029,直販,1,644466,307909,336557,52.2,下期キックオフ
2022-09-28,クラウド移行支援,Consulting,橋本 彩子,仙台,大手企業,ENT-0010,直販,1,5985927,1396481,4589446,76.7,下期キックオフ
2022-10-01,年間保守契約,Support,斎藤 里奈,福岡,外資系,ENT-0035,直販,1,1703110,325778,1377332,80.9,
2022-10-02,年間保守契約,Support,小林 美咲,名古屋,大手企業,ENT-0039,直販,1,1404596,260471,1144125,81.5,
2022-10-12,年間保守契約,Support,渡辺 浩二,福岡,大手企業,ENT-0001,直販,1,1569358,266174,1303184,83.0,
2022-10-15,トレーニング・研修,Service,小林 美咲,広島,大手企業,ENT-0006,直販,1,599308,223731,375577,62.7,
2022-10-17,ヘルプデスク運用,Support,渡辺 浩二,広島,大手企業,ENT-0048,直販,1,377750,112911,264839,70.1,
2022-10-18,データ分析基盤構築,Software,木村 誠司,名古屋,官公庁,ENT-0003,直販,1,3322316,742935,2579381,77.6,
2022-10-21,クラウド移行支援,Consulting,橋本 彩子,仙台,大手企業,ENT-0021,直販,1,5434258,1412064,4022194,74.0,
2022-10-26,セキュリティ監査,Consulting,伊藤 大介,広島,中堅企業,ENT-0037,直販,1,1975772,548732,1427040,72.2,
2022-11-01,セキュリティ監査,Consulting,木村 誠司,名古屋,大手企業,ENT-0045,直販,1,2695496,804466,1891030,70.2,
2022-11-03,ヘルプデスク運用,Support,木村 誠司,福岡,大手企業,ENT-0038,代理店,1,371992,108056,263936,71.0,
2022-11-05,ライセンス（追加）,License,橋本 彩子,名古屋,大手企業,ENT-0038,直販,1,894516,423243,471273,52.7,
2022-11-05,クラウド移行支援,Consulting,橋本 彩子,大阪,大手企業,ENT-0037,代理店,1,5830639,1414695,4415944,75.7,
2022-11-09,年間保守契約,Support,渡辺 浩二,福岡,官公庁,ENT-0023,直販,1,1239239,237277,1001962,80.9,
2022-11-10,ライセンス（追加）,License,橋本 彩子,広島,官公庁,ENT-0027,代理店,1,834664,371593,463071,55.5,
2022-11-10,年間保守契約,Support,斎藤 里奈,仙台,中堅企業,ENT-0020,代理店,1,1015262,175699,839563,82.7,
2022-11-17,エンタープライズERP,Software,橋本 彩子,広島,大手企業,ENT-0041,紹介,1,8315814,1568747,6747067,81.1,
2022-11-27,ライセンス（追加）,License,小林 美咲,福岡,大手企業,ENT-0020,紹介,1,818822,377028,441794,54.0,
2022-11-28,データ分析基盤構築,Software,渡辺 浩二,広島,大手企業,ENT-0031,直販,1,4700785,1102837,3597948,76.5,
2022-11-28,ライセンス（追加）,License,渡辺 浩二,大阪,大手企業,ENT-0047,直販,1,917637,392479,525158,57.2,
2022-12-01,セキュリティ監査,Consulting,橋本 彩子,仙台,大手企業,ENT-0023,代理店,1,2558358,744301,1814057,70.9,年末予算消化
2022-12-05,年間保守契約,Support,伊藤 大介,大阪,中堅企業,ENT-0011,直販,1,1036394,194258,842136,81.3,年末予算消化
2022-12-06,ライセンス（追加）,License,中島 健太,仙台,中堅企業,ENT-0038,直販,1,640435,292753,347682,54.3,年末予算消化
2022-12-07,エンタープライズERP,Software,橋本 彩子,広島,大手企業,ENT-0039,直販,1,8679312,1636413,7042899,81.1,年末予算消化
2022-12-07,ヘルプデスク運用,Support,伊藤 大介,広島,大手企業,ENT-0047,直販,1,357815,110322,247493,69.2,年末予算消化
2022-12-08,エンタープライズERP,Software,渡辺 浩二,大阪,大手企業,ENT-0045,直販,1,8373256,1787447,6585809,78.7,年末予算消化
2022-12-09,ライセンス（追加）,License,木村 誠司,東京,大手企業,ENT-0004,直販,1,857155,359274,497881,58.1,年末予算消化
2022-12-11,年間保守契約,Support,橋本 彩子,広島,外資系,ENT-0034,代理店,1,1524998,283894,1241104,81.4,年末予算消化
2022-12-12,クラウド移行支援,Consulting,斎藤 里奈,福岡,官公庁,ENT-0007,直販,1,4191415,1007886,3183529,76.0,年末予算消化
2022-12-13,年間保守契約,Support,渡辺 浩二,福岡,大手企業,ENT-0021,直販,1,1474694,258458,1216236,82.5,年末予算消化
2022-12-16,年間保守契約,Support,渡辺 浩二,名古屋,大手企業,ENT-0009,紹介,1,1506027,257384,1248643,82.9,年末予算消化
2022-12-17,エンタープライズERP,Software,橋本 彩子,福岡,外資系,ENT-0008,直販,1,10629456,2186824,8442632,79.4,年末予算消化
2022-12-17,年間保守契約,Support,橋本 彩子,広島,大手企業,ENT-0038,代理店,1,1333398,232681,1100717,82.5,年末予算消化
2022-12-22,クラウド移行支援,Consulting,中島 健太,名古屋,大手企業,ENT-0021,代理店,1,5103810,1311316,3792494,74.3,年末予算消化
2022-12-23,年間保守契約,Support,伊藤 大介,広島,官公庁,ENT-0034,代理店,1,1273816,216895,1056921,83.0,年末予算消化
2022-12-25,年間保守契約,Support,斎藤 里奈,福岡,官公庁,ENT-0008,直販,1,1068244,181726,886518,83.0,年末予算消化
2023-01-02,ライセンス（追加）,License,斎藤 里奈,東京,大手企業,ENT-0002,紹介,1,874864,383467,491397,56.2,
2023-01-04,年間保守契約,Support,伊藤 大介,広島,大手企業,ENT-0025,直販,1,1436735,260559,1176176,81.9,
2023-01-05,データ分析基盤構築,Software,中島 健太,福岡,外資系,ENT-0032,直販,1,4529644,961739,3567905,78.8,
2023-01-09,年間保守契約,Support,中島 健太,広島,官公庁,ENT-0050,直販,1,1327648,234162,1093486,82.4,
2023-01-14,年間保守契約,Support,橋本 彩子,東京,官公庁,ENT-0019,紹介,1,1313689,246476,1067213,81.2,
2023-01-16,ヘルプデスク運用,Support,小林 美咲,東京,大手企業,ENT-0001,紹介,1,351046,105647,245399,69.9,
2023-01-17,年間保守契約,Support,木村 誠司,福岡,大手企業,ENT-0036,代理店,1,1358227,247597,1110630,81.8,
2023-01-19,データ分析基盤構築,Software,木村 誠司,広島,大手企業,ENT-0026,直販,1,4959313,1164039,3795274,76.5,
2023-01-20,クラウド移行支援,Consulting,伊藤 大介,東京,官公庁,ENT-0021,直販,1,4780985,1222200,3558785,74.4,
2023-01-22,年間保守契約,Support,斎藤 里奈,福岡,大手企業,ENT-0030,直販,1,1441657,261040,1180617,81.9,
2023-01-22,セキュリティ監査,Consulting,中島 健太,名古屋,大手企業,ENT-0003,直販,1,2949285,786970,2162315,73.3,
2023-01-24,年間保守契約,Support,木村 誠司,東京,官公庁,ENT-0009,直販,1,1199462,201598,997864,83.2,
2023-01-28,エンタープライズERP,Software,斎藤 里奈,東京,外資系,ENT-0022,直販,1,9358887,1852046,7506841,80.2,
2023-02-01,データ分析基盤構築,Software,伊藤 大介,東京,大手企業,ENT-0019,直販,1,4098453,884796,3213657,78.4,
2023-02-07,データ分析基盤構築,Software,渡辺 浩二,福岡,中堅企業,ENT-0007,直販,1,3001993,684931,2317062,77.2,
2023-02-07,セキュリティ監査,Consulting,斎藤 里奈,広島,官公庁,ENT-0024,紹介,1,2437560,709954,1727606,70.9,
2023-02-10,ライセンス（追加）,License,伊藤 大介,福岡,大手企業,ENT-0019,直販,1,965794,442186,523608,54.2,
2023-02-10,年間保守契約,Support,伊藤 大介,名古屋,大手企業,ENT-0005,直販,1,1416813,256452,1160361,81.9,
2023-02-11,ライセンス（追加）,License,斎藤 里奈,東京,官公庁,ENT-0049,代理店,1,737066,354523,382543,51.9,
2023-02-11,ライセンス（追加）,License,木村 誠司,福岡,大手企業,ENT-0011,直販,1,934077,415772,518305,55.5,
2023-02-11,ヘルプデスク運用,Support,渡辺 浩二,東京,官公庁,ENT-0038,直販,1,304782,91832,212950,69.9,
2023-02-19,年間保守契約,Support,木村 誠司,名古屋,大手企業,ENT-0002,直販,1,1397746,247730,1150016,82.3,
2023-02-21,年間保守契約,Support,渡辺 浩二,仙台,大手企業,ENT-0016,直販,1,1296555,239522,1057033,81.5,
2023-03-09,年間保守契約,Support,橋本 彩子,東京,官公庁,ENT-0003,直販,1,1130418,212121,918297,81.2,年度末商談
2023-03-10,エンタープライズERP,Software,小林 美咲,大阪,大手企業,ENT-0027,直販,1,8473924,1718804,6755120,79.7,年度末商談
2023-03-14,セキュリティ監査,Consulting,渡辺 浩二,広島,大手企業,ENT-0005,紹介,1,2802015,739563,2062452,73.6,年度末商談
2023-03-16,データ分析基盤構築,Software,中島 健太,東京,大手企業,ENT-0003,紹介,1,4019753,933436,3086317,76.8,年度末商談
2023-03-19,ヘルプデスク運用,Support,小林 美咲,仙台,官公庁,ENT-0009,直販,1,331171,99656,231515,69.9,年度末商談
2023-03-24,ライセンス（追加）,License,小林 美咲,東京,中堅企業,ENT-0028,紹介,1,603206,266284,336922,55.9,年度末商談
2023-03-25,年間保守契約,Support,伊藤 大介,大阪,大手企業,ENT-0033,直販,1,1571637,287957,1283680,81.7,年度末商談
2023-03-26,年間保守契約,Support,中島 健太,名古屋,大手企業,ENT-0013,直販,1,1427613,259122,1168491,81.8,年度末商談
2023-03-27,年間保守契約,Support,小林 美咲,福岡,大手企業,ENT-0032,直販,1,1359798,249489,1110309,81.7,年度末商談
2023-03-28,クラウド移行支援,Consulting,斎藤 里奈,福岡,大手企業,ENT-0044,代理店,1,5164974,1350937,3814037,73.8,年度末商談
2023-04-03,データ分析基盤構築,Software,橋本 彩子,仙台,官公庁,ENT-0034,直販,1,3410049,782421,2627628,77.1,
2023-04-03,ライセンス（追加）,License,渡辺 浩二,福岡,中堅企業,ENT-0045,直販,1,614704,288754,325950,53.0,
2023-04-09,エンタープライズERP,Software,中島 健太,大阪,大手企業,ENT-0031,直販,1,8704075,1793377,6910698,79.4,
2023-04-09,ライセンス（追加）,License,渡辺 浩二,東京,大手企業,ENT-0026,紹介,1,994245,463487,530758,53.4,
2023-04-14,ライセンス（追加）,License,中島 健太,名古屋,中堅企業,ENT-0032,直販,1,631303,299070,332233,52.6,
2023-04-19,クラウド移行支援,Consulting,木村 誠司,福岡,大手企業,ENT-0027,直販,1,5443377,1398875,4044502,74.3,
2023-04-19,クラウド移行支援,Consulting,木村 誠司,東京,大手企業,ENT-0041,直販,1,4956537,1241973,3714564,74.9,
2023-04-20,ヘルプデスク運用,Support,小林 美咲,福岡,中堅企業,ENT-0049,直販,1,256856,75108,181748,70.8,
2023-04-21,トレーニング・研修,Service,小林 美咲,大阪,大手企業,ENT-0002,代理店,1,556868,202844,354024,63.6,
2023-04-21,セキュリティ監査,Consulting,渡辺 浩二,広島,中堅企業,ENT-0011,紹介,1,1759516,460514,1299002,73.8,
2023-04-23,クラウド移行支援,Consulting,渡辺 浩二,広島,官公庁,ENT-0020,直販,1,4091818,1075507,3016311,73.7,
2023-04-24,ライセンス（追加）,License,小林 美咲,東京,大手企業,ENT-0039,直販,1,941187,440658,500529,53.2,
2023-04-24,セキュリティ監査,Consulting,橋本 彩子,福岡,官公庁,ENT-0025,代理店,1,2097724,555030,1542694,73.5,
2023-05-01,クラウド移行支援,Consulting,伊藤 大介,広島,中堅企業,ENT-0037,直販,1,3696770,889090,2807680,75.9,
2023-05-04,クラウド移行支援,Consulting,木村 誠司,広島,外資系,ENT-0011,紹介,1,6037206,1567062,4470144,74.0,
2023-05-05,トレーニング・研修,Service,木村 誠司,名古屋,大手企業,ENT-0012,直販,1,601706,202798,398908,66.3,
2023-05-06,エンタープライズERP,Software,木村 誠司,福岡,大手企業,ENT-0017,代理店,1,9254888,1876993,7377895,79.7,
2023-05-12,年間保守契約,Support,伊藤 大介,広島,大手企業,ENT-0016,直販,1,1601467,292228,1309239,81.8,
2023-05-15,年間保守契約,Support,木村 誠司,東京,大手企業,ENT-0038,直販,1,1429245,270642,1158603,81.1,
2023-05-23,ヘルプデスク運用,Support,斎藤 里奈,広島,大手企業,ENT-0014,代理店,1,368397,103913,264484,71.8,
2023-05-23,ヘルプデスク運用,Support,橋本 彩子,大阪,中堅企業,ENT-0032,直販,1,265692,83204,182488,68.7,
2023-05-27,ライセンス（追加）,License,渡辺 浩二,名古屋,大手企業,ENT-0012,直販,1,834911,371212,463699,55.5,
2023-05-28,クラウド移行支援,Consulting,橋本 彩子,仙台,官公庁,ENT-0025,直販,1,4192811,1095762,3097049,73.9,
2023-06-02,ヘルプデスク運用,Support,小林 美咲,仙台,官公庁,ENT-0001,直販,1,332464,97294,235170,70.7,
2023-06-05,年間保守契約,Support,斎藤 里奈,名古屋,大手企業,ENT-0008,直販,1,1525647,291003,1234644,80.9,
2023-06-06,クラウド移行支援,Consulting,小林 美咲,仙台,大手企業,ENT-0019,直販,1,5818052,1467392,4350660,74.8,
2023-06-09,セキュリティ監査,Consulting,伊藤 大介,名古屋,中堅企業,ENT-0040,代理店,1,1772254,472956,1299298,73.3,
2023-06-10,ライセンス（追加）,License,斎藤 里奈,広島,大手企業,ENT-0033,直販,1,872114,418167,453947,52.1,
2023-06-15,ヘルプデスク運用,Support,中島 健太,広島,中堅企業,ENT-0010,直販,1,249189,74275,174914,70.2,
2023-06-15,エンタープライズERP,Software,斎藤 里奈,東京,大手企業,ENT-0046,直販,1,9747010,2049529,7697481,79.0,
2023-06-15,クラウド移行支援,Consulting,斎藤 里奈,東京,大手企業,ENT-0017,直販,1,6041781,1600783,4440998,73.5,
2023-06-16,年間保守契約,Support,渡辺 浩二,福岡,官公庁,ENT-0017,直販,1,1093992,191882,902110,82.5,
2023-06-19,データ分析基盤構築,Software,橋本 彩子,福岡,大手企業,ENT-0001,直販,1,4954046,1051157,3902889,78.8,
2023-06-22,トレーニング・研修,Service,小林 美咲,福岡,大手企業,ENT-0010,直販,1,482097,160433,321664,66.7,
2023-06-22,年間保守契約,Support,小林 美咲,東京,大手企業,ENT-0022,直販,1,1403425,255811,1147614,81.8,
2023-07-05,年間保守契約,Support,小林 美咲,名古屋,大手企業,ENT-0031,直販,1,1558035,281352,1276683,81.9,
2023-07-10,クラウド移行支援,Consulting,小林 美咲,仙台,大手企業,ENT-0028,代理店,1,4922147,1259051,3663096,74.4,
2023-07-13,ライセンス（追加）,License,斎藤 里奈,名古屋,大手企業,ENT-0032,直販,1,913620,406701,506919,55.5,
2023-07-13,トレーニング・研修,Service,渡辺 浩二,大阪,大手企業,ENT-0039,直販,1,506314,183930,322384,63.7,
2023-07-14,年間保守契約,Support,小林 美咲,名古屋,官公庁,ENT-0026,直販,1,1146416,212828,933588,81.4,
2023-07-16,年間保守契約,Support,伊藤 大介,広島,大手企業,ENT-0044,代理店,1,1490881,252728,1238153,83.0,
2023-07-17,セキュリティ監査,Consulting,木村 誠司,仙台,大手企業,ENT-0005,紹介,1,2651343,700229,1951114,73.6,
2023-07-19,データ分析基盤構築,Software,木村 誠司,仙台,官公庁,ENT-0017,直販,1,3314641,753775,2560866,77.3,
2023-07-21,トレーニング・研修,Service,斎藤 里奈,東京,中堅企業,ENT-0040,直販,1,320293,109618,210675,65.8,
2023-07-25,年間保守契約,Support,斎藤 里奈,名古屋,大手企業,ENT-0014,直販,1,1490861,285427,1205434,80.9,
2023-07-28,トレーニング・研修,Service,中島 健太,大阪,大手企業,ENT-0017,直販,1,502554,165507,337047,67.1,
2023-07-28,ヘルプデスク運用,Support,木村 誠司,広島,中堅企業,ENT-0037,直販,1,227498,71098,156400,68.7,
2023-08-01,クラウド移行支援,Consulting,木村 誠司,広島,官公庁,ENT-0026,直販,1,4875439,1207220,3668219,75.2,
2023-08-01,クラウド移行支援,Consulting,斎藤 里奈,東京,官公庁,ENT-0028,直販,1,3974368,1015264,2959104,74.5,
2023-08-07,エンタープライズERP,Software,斎藤 里奈,広島,大手企業,ENT-0013,代理店,1,8233533,1587176,6646357,80.7,
2023-08-10,ライセンス（追加）,License,中島 健太,福岡,中堅企業,ENT-0035,直販,1,549335,244497,304838,55.5,
2023-08-10,データ分析基盤構築,Software,小林 美咲,大阪,大手企業,ENT-0028,直販,1,4466779,974176,3492603,78.2,
2023-08-16,エンタープライズERP,Software,斎藤 里奈,東京,中堅企業,ENT-0048,代理店,1,6518106,1319175,5198931,79.8,
2023-08-18,年間保守契約,Support,渡辺 浩二,東京,大手企業,ENT-0038,直販,1,1435678,257919,1177759,82.0,
